0.0,35.0,3.67,16.5,3.77,14.0,1.63

250.0,28.5,3.35,17.5,3.77,12.25,3.9

500.0,35.5,2.87,15.75,2.86,17.75,5.07

750.0,29.75,12.19,16.25,2.17,20.75,2.59

1000.0,27.0,2.12,16.75,0.83,24.75,1.64

1250.0,36.0,5.61,12.25,2.28,19.25,2.68

1500.0,38.5,4.33,16.0,5.7,15.25,2.38

1750.0,35.25,2.49,16.0,1.41,15.0,2.83

2000.0,35.75,7.05,11.0,4.42,12.5,8.08

2250.0,36.0,7.04,15.0,2.12,16.75,4.02

2500.0,23.75,5.49,12.33,2.05,16.75,5.31

2750.0,37.0,5.05,16.67,2.36,17.0,1.41

3000.0,39.5,2.18,20.67,2.05,15.67,6.13

3250.0,36.5,2.29,21.33,1.89,12.0,2.45

3500.0,31.5,7.23,17.25,5.07,15.0,3.54

3750.0,33.0,5.72,20.25,0.83,14.33,9.74

4000.0,30.4,2.33,19.5,2.06,22.2,3.31

4250.0,37.5,4.97,12.0,4.74,13.25,3.03

4500.0,41.33,0.94,18.5,4.09,11.67,7.76

4750.0,38.5,0.5,19.0,2.0,16.5,1.5

5000.0,38.5,0.5,19.0,2.0,16.5,1.5

5250.0,36.15,3.74,16.5,4.17,14.69,6.12

5500.0,36.15,3.74,16.5,4.17,14.69,6.12

5750.0,32.0,2.74,17.67,3.68,15.0,2.16

6000.0,41.25,3.77,15.25,1.79,17.5,1.5

6250.0,38.5,0.5,15.5,3.28,18.5,1.12

6500.0,36.0,3.67,14.5,2.18,16.75,2.38

6750.0,40.75,6.38,12.25,6.61,14.0,5.52

7000.0,28.5,1.12,15.25,4.09,14.25,5.12

7250.0,25.25,3.63,14.67,4.92,16.67,1.89

7500.0,39.0,3.54,16.75,3.27,19.25,2.38

7750.0,29.25,5.67,13.0,5.83,16.0,1.22

8000.0,25.67,4.19,17.67,2.05,17.5,3.5

8250.0,39.0,3.54,13.75,2.59,18.75,1.79

8500.0,30.0,0.71,14.0,2.92,19.0,4.06

8750.0,24.5,3.57,15.5,3.35,16.25,6.3

9000.0,38.25,5.8,12.0,2.55,18.0,2.74

9250.0,37.5,1.5,15.33,1.25,18.0,1.63

9500.0,35.33,1.7,16.0,1.41,17.25,3.56

9750.0,40.25,3.63,13.75,5.31,15.25,5.67

10000.0,33.75,6.53,5.5,4.15,16.25,4.55

10250.0,31.75,1.3,16.75,5.17,12.75,8.26

10500.0,36.75,3.34,14.75,2.17,16.5,3.84

10750.0,40.5,1.5,17.75,3.11,17.0,2.45

11000.0,37.75,1.09,16.75,3.49,22.0,2.35

11250.0,41.0,2.74,9.5,4.92,14.75,3.56

11500.0,34.5,6.18,13.33,3.4,12.25,7.08

11750.0,28.67,1.7,19.67,1.25,17.5,0.5

12000.0,36.0,6.36,14.0,4.06,19.25,1.09

12250.0,41.0,2.55,10.33,6.24,14.25,3.34

12500.0,37.5,1.5,16.25,3.83,17.0,3.24

12750.0,39.0,4.9,21.0,0.0,12.0,3.0

13000.0,35.67,6.13,11.25,6.18,17.67,4.11

13250.0,23.25,8.7,10.75,4.15,15.0,6.0

13500.0,38.0,5.2,17.75,3.11,12.75,5.26

13750.0,38.67,1.89,16.33,1.25,12.75,2.49

14000.0,35.33,1.7,21.33,0.47,18.0,1.41

14250.0,37.5,1.5,20.75,1.09,12.75,5.31

14500.0,34.25,5.07,12.5,0.87,18.5,4.09

14750.0,32.0,3.24,12.25,5.63,18.25,6.3

15000.0,31.5,6.87,14.33,3.3,14.33,3.3

15250.0,40.75,2.68,14.33,4.99,17.0,1.41

15500.0,36.5,2.5,21.25,0.43,15.0,4.3

15750.0,37.67,1.25,18.5,2.18,22.33,1.25

16000.0,39.25,6.61,20.75,0.43,18.0,3.08

16250.0,29.67,2.05,17.0,1.0,22.67,1.7

16500.0,25.75,3.27,14.75,2.86,14.5,7.23

16750.0,35.75,5.21,19.75,1.79,21.0,0.71

17000.0,33.75,1.3,14.25,6.42,17.75,3.7

17250.0,34.25,2.38,13.0,6.12,13.5,8.14

17500.0,40.25,5.45,14.75,2.68,20.0,3.0

17750.0,28.75,4.09,16.75,3.77,20.75,3.42

18000.0,26.25,6.14,12.5,6.06,20.75,5.21

18250.0,40.5,2.69,16.33,4.11,25.0,1.41

18500.0,36.75,2.28,20.25,4.49,19.0,5.2

18750.0,35.67,4.03,15.0,4.12,19.33,1.89

19000.0,36.0,9.82,15.0,2.12,15.75,3.9

19250.0,32.75,2.05,16.0,3.67,19.25,2.28

19500.0,22.33,4.11,20.67,0.47,21.5,2.87

19750.0,36.0,4.74,14.75,2.68,17.5,4.92

20000.0,38.0,1.22,21.5,2.5,20.25,3.11

20250.0,36.5,0.5,19.25,2.17,19.0,1.22

20500.0,37.75,5.49,19.0,2.74,14.5,3.77

20750.0,36.0,6.75,14.75,3.27,17.25,4.97

21000.0,29.0,2.74,16.25,3.11,17.75,5.36
