0.0,46.5,0.5,11.5,0.5,20.33,0.94

250.0,46.5,0.5,12.0,0.0,20.25,0.43

500.0,46.5,0.5,12.0,0.0,20.5,0.5

750.0,46.5,0.5,12.75,0.43,19.5,0.5

1000.0,46.5,0.5,13.25,0.43,18.75,0.43

1250.0,46.5,0.5,13.5,0.5,19.0,1.0

1500.0,46.5,0.5,13.25,0.43,19.0,0.71

1750.0,46.67,0.47,12.25,0.43,19.67,0.47

2000.0,46.5,0.5,12.0,0.0,19.5,0.5

2250.0,46.5,0.5,12.0,0.0,19.33,1.25

2500.0,46.5,0.5,12.0,0.0,20.0,0.82

2750.0,46.5,0.5,11.25,0.43,20.0,0.0

3000.0,46.67,0.47,11.0,0.0,20.33,0.47

3250.0,46.0,0.63,10.75,0.43,20.2,0.75

3500.0,46.67,0.47,11.0,0.0,20.67,0.47

3750.0,46.5,0.5,11.5,0.5,20.5,0.5

4000.0,46.33,0.47,12.0,0.0,20.5,0.5

4250.0,46.5,0.5,12.0,0.0,20.25,0.43

4500.0,46.25,0.43,12.0,0.0,20.25,0.83

4750.0,46.0,0.0,12.0,0.0,20.25,0.43

5000.0,46.5,0.5,12.0,0.0,18.33,0.47

5250.0,46.5,0.5,13.25,0.83,17.5,0.5

5500.0,46.5,0.5,13.25,0.83,13.5,1.5

5750.0,46.5,0.5,12.0,0.0,11.0,1.41

6000.0,46.5,0.5,11.0,0.0,10.25,1.48

6250.0,46.67,0.47,11.0,0.82,14.75,0.83

6500.0,46.25,0.83,16.33,1.25,20.0,1.41

6750.0,46.25,0.83,18.25,0.43,19.75,1.3

7000.0,46.0,0.82,18.75,0.43,18.67,0.94

7250.0,46.5,0.5,18.0,0.71,21.0,0.71

7500.0,46.4,0.49,12.0,1.87,19.4,1.36

7750.0,46.75,0.43,11.75,0.43,16.25,2.05

8000.0,47.0,0.0,12.0,0.0,13.0,0.0

8250.0,46.75,0.43,9.75,0.83,12.5,1.5

8500.0,46.5,0.5,11.0,1.58,16.5,1.12

8750.0,46.75,0.43,16.0,1.0,20.0,1.41

9000.0,46.33,0.47,18.0,0.0,22.0,0.71

9250.0,46.5,0.5,17.0,1.22,22.0,0.71

9500.0,47.0,0.0,13.0,1.41,19.25,1.3

9750.0,47.25,0.43,11.67,0.47,14.25,1.09

10000.0,47.0,0.0,11.67,0.47,7.75,2.49

10250.0,47.25,0.43,9.75,0.43,7.75,3.34

10500.0,47.0,0.71,11.0,1.22,13.5,2.96

10750.0,46.75,0.43,12.0,1.87,18.0,1.22

11000.0,46.5,0.5,16.0,0.82,21.0,0.82

11250.0,46.5,0.5,17.6,0.49,22.6,0.8

11500.0,46.5,0.5,15.0,0.82,20.67,0.47

11750.0,47.0,0.0,12.25,0.43,16.75,1.64

12000.0,46.75,0.43,16.5,1.12,14.75,1.3

12250.0,46.67,0.47,16.25,0.43,12.33,3.4

12500.0,45.5,0.5,12.75,2.49,17.0,0.71

12750.0,45.0,0.0,4.5,2.5,17.0,1.22

13000.0,45.0,0.0,15.5,2.5,17.75,1.09

13250.0,45.0,0.0,16.5,1.66,20.5,0.87

13500.0,46.5,0.5,13.75,1.48,20.25,1.3

13750.0,47.25,0.43,15.5,0.87,17.25,0.83

14000.0,47.5,0.5,16.75,1.09,16.0,2.55

14250.0,47.5,0.5,14.0,2.45,12.0,3.67

14500.0,47.5,0.5,12.5,2.5,11.25,0.83

14750.0,46.5,0.5,11.0,3.54,13.25,1.3

15000.0,46.0,1.0,6.5,3.64,18.25,2.17

15250.0,45.5,0.5,13.67,1.25,21.25,1.09

15500.0,45.5,0.5,14.0,1.0,22.0,0.71

15750.0,45.5,0.5,12.25,0.43,20.0,1.22

16000.0,46.0,0.0,4.67,1.25,17.0,1.22

